Cites,Authors,Title,Language,Year,Field,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,OF SALADO,BRIEF HISTORY OF THE HOHOKAM REGION AD 475–1450 AND THE EMERGENCE,English,2016,Archaeology,"… IN THE GREATER SOUTHWEST, AD 1100 …",repository.arizona.edu,https://repository.arizona.edu/bitstream/handle/10150/613227/azu_etd_14600_sip1_m.pdf?sequence=1#page=118,,61,2/8/2025 16:41,PDF,,,,,,,,0,0,0,1,9,"Rice et al. 1979; Teague and Crown 1984), the first professional archaeological excavation in the US Southwest took place here. The famous Hemenway Expedition led by Frank …",https://repository.arizona.edu/bitstream/handle/10150/613227/azu_etd_14600_sip1_m.pdf?sequence=1#page=118,"https://scholar.google.com/scholar?q=related:TBeuGzQvvVoJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
10,"Q Castillo, J Antonio, ...",Archaeology of medieval peasantry in northwestern Iberia,English,2019,Archaeology,… landscapes in post …,torrossa.com,https://www.torrossa.com/gs/resourceProxy?an=4732278&publisher=FZR707#page=137,"https://scholar.google.com/scholar?cites=9971753189895928196&as_sdt=805&sciodt=0,3&hl=en",23,2/8/2025 16:41,,,,,,,,,10,1.67,3,3,6,"During the last 15 years, an in-depth renovation of the study of medieval landscapes has taken place in the northwestern quadrant of the Iberian Peninsula as a consequence of the …",,"https://scholar.google.com/scholar?q=related:hHmdj7HIYooJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
1,"C Mazzucato, M Coscia, A Küçükakdağ Doğu, ...",“A Network of Mutualities of Being”: Socio-material Archaeological Networks and Biological Ties at Çatalhöyük,English,2025,Archaeology,… Method and Theory,Springer,https://link.springer.com/article/10.1007/s10816-024-09692-3,"https://scholar.google.com/scholar?cites=8751900789574777750&as_sdt=805&sciodt=0,3&hl=en",48,2/10/2025 13:23,,10.1007/s10816-024-09692-3,,,,,,,1,1,0,4,1,Recent advances in archaeogenomics have granted access to previously unavailable biological information with the potential to further our understanding of past social dynamics …,https://arxiv.org/pdf/2406.19149,"https://scholar.google.com/scholar?q=related:lrsQCGb_dHkJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
0,"D Priß, J Wainwright, D Lawrence, L Turnbull, ...",Filling the Gaps—Computational Approaches to Incomplete Archaeological Networks,English,2025,Archaeology,… Method and Theory,Springer,https://link.springer.com/article/10.1007/s10816-024-09688-z,,40,2/9/2025 10:40,HTML,10.1007/s10816-024-09688-z,,,,,,,0,0,0,5,1,Networks are increasingly used to describe and analyse complex archaeological data in terms of nodes (archaeological sites or places) and edges (representing relationships or …,https://link.springer.com/article/10.1007/s10816-024-09688-z,"https://scholar.google.com/scholar?q=related:kVTW1_gxdScJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
3,"P Gheorghiade, V Vasiliauskaite, A Diachenko, ...",Entropology: an information-theoretic approach to understanding archaeological data,English,2023,Archaeology,… Method and Theory,Springer,https://link.springer.com/article/10.1007/s10816-023-09627-4,"https://scholar.google.com/scholar?cites=17116549868769654257&as_sdt=805&sciodt=0,3&hl=en",36,2/8/2025 20:16,HTML,10.1007/s10816-023-09627-4,,,,,,,3,1.5,1,4,2,"The main objective of this paper is to develop quantitative measures for describing the diversity, homogeneity, and similarity of archaeological data. It presents new approaches to …",https://link.springer.com/article/10.1007/s10816-023-09627-4,"https://scholar.google.com/scholar?q=related:8TVGFGsziu0J:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
0,"D Priß, J Wainwright, D Lawrence, L Turnbull, ...",Filling the Gaps—Computational Approaches to Incomplete Archaeological Networks,English,2025,Archaeology,… Method and Theory,Springer,https://link.springer.com/article/10.1007/s10816-024-09688-z,,34,2/8/2025 20:15,HTML,10.1007/s10816-024-09688-z,,,,,,,0,0,0,5,1,Networks are increasingly used to describe and analyse complex archaeological data in terms of nodes (archaeological sites or places) and edges (representing relationships or …,https://link.springer.com/article/10.1007/s10816-024-09688-z,"https://scholar.google.com/scholar?q=related:kVTW1_gxdScJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
1,"C Mazzucato, M Coscia, A Küçükakdağ Doğu, ...",“A Network of Mutualities of Being”: Socio-material Archaeological Networks and Biological Ties at Çatalhöyük,English,2025,Archaeology,… Method and Theory,Springer,https://link.springer.com/article/10.1007/s10816-024-09692-3,"https://scholar.google.com/scholar?cites=8751900789574777750&as_sdt=805&sciodt=0,3&hl=en",4,2/8/2025 16:41,,10.1007/s10816-024-09692-3,,,,,,,1,1,0,4,1,Recent advances in archaeogenomics have granted access to previously unavailable biological information with the potential to further our understanding of past social dynamics …,https://arxiv.org/pdf/2406.19149,"https://scholar.google.com/scholar?q=related:lrsQCGb_dHkJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
0,"D Priß, J Wainwright, D Lawrence, L Turnbull, ...",Filling the Gaps—Computational Approaches to Incomplete Archaeological Networks,English,2025,Archaeology,… Method and Theory,Springer,https://link.springer.com/article/10.1007/s10816-024-09688-z,,10,2/8/2025 16:41,HTML,10.1007/s10816-024-09688-z,,,,,,,0,0,0,5,1,Networks are increasingly used to describe and analyse complex archaeological data in terms of nodes (archaeological sites or places) and edges (representing relationships or …,https://link.springer.com/article/10.1007/s10816-024-09688-z,"https://scholar.google.com/scholar?q=related:kVTW1_gxdScJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
0,"D Priß, J Wainwright, D Lawrence, L Turnbull, ...",Filling the Gaps—Computational Approaches to Incomplete Archaeological Networks,English,2025,Archaeology,… Method and Theory,Springer,https://link.springer.com/article/10.1007/s10816-024-09688-z,,18,2/8/2025 12:57,HTML,10.1007/s10816-024-09688-z,,,,,,,0,0,0,5,1,Networks are increasingly used to describe and analyse complex archaeological data in terms of nodes (archaeological sites or places) and edges (representing relationships or …,https://link.springer.com/article/10.1007/s10816-024-09688-z,"https://scholar.google.com/scholar?q=related:kVTW1_gxdScJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
4,"CR Cobb, AM Krus, A Deter-Wolf, KE Smith, ...",The beginning of the end: Abandonment micro-histories in the Mississippian vacant quarter,English,2024,Archaeology,… Method and Theory,Springer,https://link.springer.com/article/10.1007/s10816-023-09613-w,"https://scholar.google.com/scholar?cites=1549412485523737774&as_sdt=805&sciodt=0,3&hl=en",10,2/8/2025 12:57,,10.1007/s10816-023-09613-w,,,,,,,4,4,1,5,1,"In a poorly understood yet recurring phenomenon, communities occupying diverse settings within a region may undertake large-scale migrations that cannot be easily attributed to …",,"https://scholar.google.com/scholar?q=related:rowySnKegBUJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
16,"SJ Holdaway, J Emmitt, R Phillipps, ...",A minimalist approach to archaeological data management design,English,2019,Archaeology,… Method and Theory,Springer,https://link.springer.com/article/10.1007/s10816-018-9399-6,"https://scholar.google.com/scholar?cites=11870442389947059525&as_sdt=805&sciodt=0,3&hl=en",15,2/8/2025 12:57,,10.1007/s10816-018-9399-6,,,,,,,16,2.67,4,4,6,"If archaeology is to deal with the “big questions” of the human past, large datasets are required with common data structures that allow for comparison of data derived from …",https://www.academia.edu/download/86473186/s10816-018-9399-620220525-1-5bjatl.pdf,"https://scholar.google.com/scholar?q=related:RY2IG3ZIvKQJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
0,"D Priß, J Wainwright, D Lawrence, L Turnbull, ...",Filling the Gaps—Computational Approaches to Incomplete Archaeological Networks,English,2025,Archaeology,… Method and Theory,Springer,https://link.springer.com/article/10.1007/s10816-024-09688-z,,3,2/8/2025 12:45,HTML,10.1007/s10816-024-09688-z,,,,,,,0,0,0,5,1,Networks are increasingly used to describe and analyse complex archaeological data in terms of nodes (archaeological sites or places) and edges (representing relationships or …,https://link.springer.com/article/10.1007/s10816-024-09688-z,"https://scholar.google.com/scholar?q=related:kVTW1_gxdScJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
4,"CR Cobb, AM Krus, A Deter-Wolf, KE Smith, ...",The beginning of the end: Abandonment micro-histories in the Mississippian vacant quarter,English,2024,Archaeology,… Method and Theory,Springer,https://link.springer.com/article/10.1007/s10816-023-09613-w,"https://scholar.google.com/scholar?cites=1549412485523737774&as_sdt=805&sciodt=0,3&hl=en",5,2/8/2025 12:45,,10.1007/s10816-023-09613-w,,,,,,,4,4,1,5,1,"In a poorly understood yet recurring phenomenon, communities occupying diverse settings within a region may undertake large-scale migrations that cannot be easily attributed to …",,"https://scholar.google.com/scholar?q=related:rowySnKegBUJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
3,"P Gheorghiade, V Vasiliauskaite, A Diachenko, ...",Entropology: an information-theoretic approach to understanding archaeological data,English,2023,Archaeology,… Method and Theory,Springer,https://link.springer.com/article/10.1007/s10816-023-09627-4,"https://scholar.google.com/scholar?cites=17116549868769654257&as_sdt=805&sciodt=0,3&hl=en",4,2/8/2025 12:45,HTML,10.1007/s10816-023-09627-4,,,,,,,3,1.5,1,4,2,"The main objective of this paper is to develop quantitative measures for describing the diversity, homogeneity, and similarity of archaeological data. It presents new approaches to …",https://link.springer.com/article/10.1007/s10816-023-09627-4,"https://scholar.google.com/scholar?q=related:8TVGFGsziu0J:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
2,A Harding,Connecting the world of the Bronze Age,English,2021,Archaeology,… Networks: Investigating Networks of Knowledge in …,torrossa.com,https://www.torrossa.com/gs/resourceProxy?an=4914426&publisher=FZ6430#page=96,"https://scholar.google.com/scholar?cites=12495140152166115471&as_sdt=805&sciodt=0,3&hl=en",61,2/8/2025 17:05,,,,,,,,,2,0.5,2,1,4,"This chapter considers the utility of network theory and network thinking for understanding the complexity of Bronze Age Europe, including but moving well beyond, the Mediterranean …",,"https://scholar.google.com/scholar?q=related:j-iULMSnZ60J:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
88,"M Rockman, C Hritz",Expanding use of archaeology in climate change response by changing its social environment,English,2020,Archaeology,… of the National Academy of Sciences,National Acad Sciences,https://www.pnas.org/doi/abs/10.1073/pnas.1914213117,"https://scholar.google.com/scholar?cites=3007102805295857522&as_sdt=805&sciodt=0,3&hl=en",4,2/8/2025 12:57,,10.1073/pnas.1914213117,,,,,,,88,17.6,44,2,5,Climate science has outlined targets for reductions of greenhouse gas emissions necessary to provide a substantial chance of avoiding the worst impacts of climate change on both …,https://www.pnas.org/doi/full/10.1073/pnas.1914213117,"https://scholar.google.com/scholar?q=related:cn-9sBFguykJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
2,"TA Kohler, D Bird, RK Bocinsky, ...",Wealth inequality in the prehispanic northern US Southwest: from Malthus to Tyche,English,2023,Archaeology,… of the Royal …,royalsocietypublishing.org,https://royalsocietypublishing.org/doi/abs/10.1098/rstb.2022.0298,"https://scholar.google.com/scholar?cites=8757771146871351304&as_sdt=805&sciodt=0,3&hl=en",5,2/8/2025 16:41,,10.1098/rstb.2022.0298,,,,,,,2,1,1,4,2,"Persistent differences in wealth and power among prehispanic Pueblo societies are visible from the late AD 800s through the late 1200s, after which large portions of the northern US …",https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2022.0298,"https://scholar.google.com/scholar?q=related:CKhuGXXaiXkJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
2,"L Jinghong, O Koichi, G Wen, ...",A Text Block Refinement Framework For Text Classification and Object Recognition From Academic Articles,English,2023,Computer/Data Science,… on Innovations in …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/10310320/,"https://scholar.google.com/scholar?cites=762598494454164431&as_sdt=805&sciodt=0,3&hl=en",8,2/8/2025 12:45,,,,,,,,,2,1,1,4,2,"With the widespread use of the internet, it has become increasingly crucial to extract specific information from vast amounts of academic articles efficiently. Data mining techniques are …",,"https://scholar.google.com/scholar?q=related:zyswUEpLlQoJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
8,"R Jackson, S Hartman, B Trump, ...",Disjunctures of practice and the problems of collapse,English,2022,Archaeology,… on public policy in …,library.oapen.org,https://library.oapen.org/bitstream/handle/20.500.12657/57905/978-3-030-94137-6.pdf?sequence=1#page=78,"https://scholar.google.com/scholar?cites=8731381482754728209&as_sdt=805&sciodt=0,3&hl=en",87,2/9/2025 10:40,PDF,,,,,,,,8,2.67,2,4,3,This chapter asks what insights long-term historical information from before the Great Acceleration and Anthropocene might offer to policy and practice in the twenty-first century …,https://library.oapen.org/bitstream/handle/20.500.12657/57905/978-3-030-94137-6.pdf?sequence=1#page=78,"https://scholar.google.com/scholar?q=related:EeEEnjIZLHkJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
4,"R Jackson, J Arneborg, A Dugmore, ...","Success and failure in the Norse North Atlantic: origins, pathway divergence, extinction and survival",English,2022,Archaeology,… on Public Policy in …,library.oapen.org,https://library.oapen.org/bitstream/handle/20.500.12657/57905/1/978-3-030-94137-6.pdf#page=244,"https://scholar.google.com/scholar?cites=2845133261134934903&as_sdt=805&sciodt=0,3&hl=en",133,2/9/2025 10:40,PDF,,,,,,,,4,1.33,1,4,3,"In this chapter, we examine the iconic disappearance of the Medieval Norse Greenlanders and use qualitative scenarios and counterfactual analysis to produce lessons for …",https://library.oapen.org/bitstream/handle/20.500.12657/57905/1/978-3-030-94137-6.pdf#page=244,"https://scholar.google.com/scholar?q=related:d7OYeKDxeycJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
8,"R Jackson, S Hartman, B Trump, ...",Disjunctures of practice and the problems of collapse,English,2022,Archaeology,… on public policy in …,library.oapen.org,https://library.oapen.org/bitstream/handle/20.500.12657/57905/978-3-030-94137-6.pdf?sequence=1#page=78,"https://scholar.google.com/scholar?cites=8731381482754728209&as_sdt=805&sciodt=0,3&hl=en",18,2/8/2025 12:57,PDF,,,,,,,,8,2.67,2,4,3,This chapter asks what insights long-term historical information from before the Great Acceleration and Anthropocene might offer to policy and practice in the twenty-first century …,https://library.oapen.org/bitstream/handle/20.500.12657/57905/978-3-030-94137-6.pdf?sequence=1#page=78,"https://scholar.google.com/scholar?q=related:EeEEnjIZLHkJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
4,"R Jackson, J Arneborg, A Dugmore, ...","Success and failure in the Norse North Atlantic: origins, pathway divergence, extinction and survival",English,2022,Archaeology,… on Public Policy in …,library.oapen.org,https://library.oapen.org/bitstream/handle/20.500.12657/57905/1/978-3-030-94137-6.pdf#page=244,"https://scholar.google.com/scholar?cites=2845133261134934903&as_sdt=805&sciodt=0,3&hl=en",26,2/8/2025 12:57,PDF,,,,,,,,4,1.33,1,4,3,"In this chapter, we examine the iconic disappearance of the Medieval Norse Greenlanders and use qualitative scenarios and counterfactual analysis to produce lessons for …",https://library.oapen.org/bitstream/handle/20.500.12657/57905/1/978-3-030-94137-6.pdf#page=244,"https://scholar.google.com/scholar?q=related:d7OYeKDxeycJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
4,"R Jackson, J Arneborg, A Dugmore, ...","Success and failure in the Norse North Atlantic: origins, pathway divergence, extinction and survival",English,2022,Archaeology,… on Public Policy in …,library.oapen.org,https://library.oapen.org/bitstream/handle/20.500.12657/57905/1/978-3-030-94137-6.pdf#page=244,"https://scholar.google.com/scholar?cites=2845133261134934903&as_sdt=805&sciodt=0,3&hl=en",9,2/8/2025 12:45,PDF,,,,,,,,4,1.33,1,4,3,"In this chapter, we examine the iconic disappearance of the Medieval Norse Greenlanders and use qualitative scenarios and counterfactual analysis to produce lessons for …",https://library.oapen.org/bitstream/handle/20.500.12657/57905/1/978-3-030-94137-6.pdf#page=244,"https://scholar.google.com/scholar?q=related:d7OYeKDxeycJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
